City,Description,Temperature (F),Feels Like (F),Minimum Temperature (f),Maximum Temperature (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise Time,Sunset Time
Jakarta,light rain,82.21999999999997,90.23000000000005,80.95999999999998,84.57799999999997,1011,85,3.6,2026-02-19 11:46:06,2026-02-19 05:58:12,2026-02-19 18:15:06
